,track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,danceability,loudness,intensity,cluster
72705,33e1WHeVhWD187md4hIHdW,Мечты хрустальные,Wildways,metalcore,32,0.911,199.977,0.177,0.259,-4.12,{3},11
72707,1tWoGszhi84GsLHB7zIP6H,Inside Out,Dangerkids,metalcore,52,0.858,155.013,0.51,0.42,-5.732,{3},104
72711,0N7LzDV6Wux4FGBg1RwqCu,Raw,Thornhill,metalcore,51,0.977,138.016,0.297,0.485,-5.022,{3},104
72716,219TRua6jpFqiXQDCSeSCv,Garden in the Bones,Periphery,metalcore,39,0.971,135.004,0.363,0.517,-5.189,{3},104
72718,2KGCOtaTbNIbwrxS0a2UMv,Choke,Bury Tomorrow,metalcore,55,0.981,124.91,0.34,0.503,-5.701,{3},104
72719,1SJrdMKXJRox857FLrJbnf,Terra Firma,MyChildren MyBride,metalcore,27,0.966,127.992,0.4,0.568,-4.514,{3},104
72721,5TvSMq5VLImKRaijVRNfAj,Born 2 Lose,Fox Lake,metalcore,26,0.946,160.051,0.38,0.349,-3.647,{3},11
72728,4jCnZFON3IoQcfBxMkOSLO,Insomnia,In Hearts Wake,metalcore,24,0.998,165.086,0.322,0.354,-0.703,{3},11
72730,3kRGiGpjCFS7CtEBSfHNH0,Soul Bleach,Parkway Drive,metalcore,58,0.96,126.913,0.353,0.555,-3.254,{3},104
72733,6zfxYPI1XhTM0seRjhnaaE,Rendez-Voodoo,Every Time I Die,metalcore,26,0.958,128.35,0.38,0.478,-4.904,{3},104
72734,6PIltGJHvV1bfAwl4JhMk4,I Suck (Blood),Every Time I Die,metalcore,26,0.974,130.399,0.343,0.225,-3.919,{3},11
72738,20dil44lFapp6oNBfCQlif,When Everything Means Nothing,Fit For A King,metalcore,57,0.929,160.048,0.504,0.433,-4.33,{3},104
72740,2b0X8G7Sx9ej3MOeKsYuhC,Another Song About The Weekend,A Day To Remember,metalcore,26,0.941,163.007,0.644,0.443,-4.824,{3},11
72744,0aki6d3s4cBASsg73rwdBv,We're What Seperates the Heart From the Heartless,Stick To Your Guns,metalcore,25,0.934,194.75,0.0962,0.281,-4.652,{3},11
72745,3lnQWbtIZrfM7PozrhNxPd,Skin Without Bones,Every Time I Die,metalcore,26,0.937,134.383,0.512,0.325,-3.822,{3},104
72748,4yADFCeTlICXnrxRatXHrk,"Merry Axe-Mas - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,26,0.993,175.091,0.0558,0.373,-4.101,{3},11
72749,67nzOrlRPjrQuKKnBScUvd,"I'm Made Of Wax, Larry, What Are You Made Of? - Live In Switzerland",A Day To Remember,metalcore,26,0.989,164.025,0.156,0.254,-4.192,{3},11
72758,2gpw73Uq840rdD5YqJZkWk,Afflicted,Hollow Front,metalcore,49,0.941,164.215,0.169,0.185,-5.028,{3},11
72759,345k7youQ1IzZaijlTwhZf,Low,I Prevail,metalcore,52,0.941,145.007,0.695,0.477,-4.01,{3},104
72764,1y8EEqXNbi7LtBpPLMPRui,Watch Me Burn,Crystal Lake,metalcore,52,0.94,139.028,0.42,0.435,-5.552,{3},104
72765,2K31HIB2xqiFz2nlqiz9o2,Crazy,A Skylit Drive,metalcore,26,0.945,124.052,0.538,0.501,-2.307,{3},104
72766,3uY3sA5fwowXZBm0zsWAyy,Digging,Vanna,metalcore,24,0.981,150.27,0.0758,0.308,-3.476,{3},11
72767,3Ill870Y1tXdih9qPnRKa1,Made by Design,Novelists FR,metalcore,49,0.903,160.014,0.486,0.414,-4.716,{3},11
72770,5znIVOv7RucpCHGkbonySq,The Void,Parkway Drive,metalcore,58,0.954,123.051,0.53,0.571,-3.399,{3},104
72772,1wjj7LDz8ZCU6HOldxvd6Q,Juggernaut,Smile on the Sinner,metalcore,25,0.876,140.032,0.293,0.58,-3.393,{3},104
72774,3KSxP6fx5Fxm4TGAwfLedB,"Aliança, Pt. II",John Wayne;Yuri Lemes;Milton Aguiar,metalcore,26,0.995,130.466,0.0619,0.406,-1.486,{3},104
72775,2jGxPUlBQrHgBvOmWMcqDG,Reason to Stay,Blood Youth,metalcore,24,0.95,160.16,0.328,0.344,-5.06,{3},11
72776,5ebWSNwQKrnZzx4jvoGX6W,High Horse,Wage War,metalcore,56,0.961,129.988,0.324,0.492,-3.943,{3},104
72780,2Ps4FrDiR6JcJfSZbXAPBz,My Last Serenade,Killswitch Engage,metalcore,53,0.943,177.971,0.142,0.441,-4.996,{3},11
72785,1c7kZbuNixEsCMbU3MZFpy,Feast Of Fire,Trivium,metalcore,53,0.949,178.027,0.323,0.346,-3.973,{3},11
72786,4cAyotQrmkob1ciSlPS2OS,Dragging Knives,King 810,metalcore,26,0.95,178.056,0.217,0.433,-5.2,{3},11
72787,44e3ja7bYx2BlxyECYVqun,Try.Fail.Repeat,Walls of Jericho,metalcore,24,0.969,183.766,0.277,0.284,-2.793,{3},11
72788,0KkUv8kGJFSS1EFvMQLbm4,XO Skeleton,A Skylit Drive,metalcore,26,0.962,179.984,0.499,0.372,-3.577,{3},11
72789,0MgEBT3Qfwz2eRWeNMfyZo,Life In A Box,Stick To Your Guns,metalcore,25,0.94,169.812,0.564,0.387,-3.74,{3},11
72791,3nD6MfGzRSSPhkJCcxUg47,Overthrow,In Hearts Wake,metalcore,24,0.961,125.493,0.274,0.504,-3.155,{3},104
72792,7syGLGlZRILCU4JMy6nQqx,Dead and Gone,Any Given Day,metalcore,24,0.994,199.936,0.228,0.274,-2.04,{3},11
72793,4Qbpal6hpYqzBesWQ0hZpV,The Death Posture,King 810,metalcore,26,0.914,182.12,0.235,0.48,-5.113,{3},11
72795,0waARLc0ja4NTwQoA6lkPK,Reverie,Protest The Hero,metalcore,27,0.986,139.942,0.23,0.532,-6.03,{3},104
72796,6xWGwQHvM7T0oXVbP3SD3g,Gusty Like the Wind,Maylene And The Sons Of Disaster,metalcore,26,0.989,139.95,0.199,0.576,-1.861,{3},104
72800,2KWc5DKUCdoIMVIgivR1bb,Black Beatles - Rock,Our Last Night,metalcore,45,0.905,146.039,0.545,0.545,-5.001,{3},104
72801,0cyRTLChgQDVxrHqI6uHtC,Blood & Water,Memphis May Fire,metalcore,13,0.966,140.009,0.459,0.461,-2.792,{3},104
72803,57yI1u6t6cFXbjgjQcRHug,Resentment,A Day To Remember,metalcore,57,0.955,122.956,0.143,0.496,-3.607,{3},104
72805,3JTORH8A2qihTOf5eu39NI,Shatter - Edit,Bullet For My Valentine,metalcore,48,0.923,150.059,0.504,0.413,-4.487,{3},104
72807,5u2t394YumuXAnHT2lr4Wj,Demon,Savage Hands,metalcore,55,0.955,126.048,0.781,0.562,-4.982,{3},104
72809,6pspGA0zLaGeLKQ2Ioxe1g,Leap Of Faith,Bullet For My Valentine,metalcore,46,0.925,142.517,0.245,0.419,-6.055,{3},104
72814,2g3erkcUse49xvnHuPyVTq,Eternal Blue,Spiritbox,metalcore,13,0.92,124.707,0.289,0.256,-4.914,{3},104
72815,4YW8jIwpuIqYvNEOiqxAb5,Surrender,Imminence,metalcore,52,0.897,165.021,0.219,0.15,-4.552,{3},11
72824,5t1sJQEcAltWjCfGL50aQT,Grave,Wage War,metalcore,52,0.981,138.015,0.366,0.491,-3.673,{3},104
72825,21ziKIfApUwqwFq48nnTYs,Within My Heart,Dead by April,metalcore,40,0.983,180.056,0.661,0.42,-3.921,{3},11
72827,7re2pivIcLuIxwz3LRhpwA,Empty Glasses,Scary Kids Scaring Kids,metalcore,26,0.946,170.068,0.72,0.409,-4.594,{3},11
72834,5yLQ9epAVnt9Tx19izzDI5,FU2 (feat. AJ Channer of Fire From The Gods),Hyro The Hero;Fire From The Gods,metalcore,50,0.874,129.993,0.339,0.599,-6.363,{3},104
72836,4MWFv1DJVvQzEh949d9GfZ,"I Was Once, Possibly, Maybe , Perhaps A Cowboy King - Demo",Asking Alexandria,metalcore,24,0.931,124.9,0.199,0.363,-4.265,{3},104
72837,1aBVudllbYWxn7ZHiKVPZY,And Hope to Die,Walls of Jericho,metalcore,24,0.989,158.034,0.277,0.271,-2.351,{3},11
72839,2g49A3vhp0PX9jIVBCKLmy,Into Hell's Mouth We March,Vanna,metalcore,24,0.98,181.708,0.348,0.28,-4.232,{3},11
72841,3AkCkuC8LuRFEnvyKBQUOg,Rainy Day,Ice Nine Kills,metalcore,62,0.944,134.993,0.384,0.466,-4.103,{3},104
72844,1sqqUxxiUlG4y4KQS0PceJ,Hollow Eyes,Fit For A King,metalcore,24,0.98,145.06,0.323,0.448,-2.922,{3},104
72845,2alwXGR4Nl3AYdZe2oHzWT,The Roots Within,Fit For A King,metalcore,24,0.943,129.953,0.355,0.49,-2.844,{3},104
72850,0aLrHZKT7pcszo0e5SiMIG,HUMBLE.,Our Last Night,metalcore,52,0.903,150.028,0.445,0.539,-6.038,{3},104
72852,2czpyCQ0Bpwmhv8dz6Svhh,Faint,Memphis May Fire,metalcore,13,0.905,135.001,0.405,0.502,-5.658,{3},104
72855,7eITsVSfN8kKAxT35hoKF2,The Gong of Knockout,"Fear, and Loathing in Las Vegas",metalcore,47,0.994,179.937,0.197,0.197,-1.721,{3},11
72858,2zEcAdsl5OjxKRrGQA5Z49,Wilt,VRSTY,metalcore,24,0.932,145.973,0.2,0.45,-4.922,{3},104
72860,04K2bMi2vyOBwxr5EjDq5O,The American Nightmare,Ice Nine Kills,metalcore,61,0.981,120.052,0.256,0.505,-3.779,{3},104
72861,2fyDWKsx5904KnZMGllmAv,A Sad Cartoon,Loathe,metalcore,55,0.89,137.711,0.131,0.421,-7.077,{3},104
72863,3eovN9jZVyLrcbRF7MBXUs,Carbonized,Northlane,metalcore,49,0.968,164.981,0.514,0.514,-4.708,{3},104
72864,1zVuDtGYWtwg2Id64zrL2K,Headache,Motionless In White,metalcore,56,0.942,170.046,0.636,0.436,-3.584,{3},11
72867,0jEqhhJTqhBYMKUnyAC28y,Crooked Young,Bring Me The Horizon,metalcore,53,0.986,138.038,0.25,0.428,-1.759,{3},104
72870,31XewsYN7AYkxTGKBquSbN,Holding on,May of Sorrow,metalcore,24,0.949,169.949,0.596,0.421,-3.036,{3},11
72875,2SI0lVzEn93n3ZuJqeUCIc,Holding The Embers,We Came As Romans,metalcore,47,0.909,133.975,0.213,0.501,-4.759,{3},104
72876,1FrQqK2Q1nsfuymS8gZfRO,Sand,May of Sorrow,metalcore,25,0.941,180.025,0.535,0.484,-3.887,{3},11
72880,03tosz8WySyXlSffvvMidv,//Anger,"Our Hollow, Our Home",metalcore,24,0.957,139.943,0.0387,0.342,-3.897,{3},11
72889,6sZWP4l2zgHz5qpaTvda9M,Dystopia,In Hearts Wake,metalcore,23,0.97,126.654,0.255,0.243,-3.483,{3},11
72893,1owthp3iKcZh4FmStOATX8,God of Fire,Fit For A King,metalcore,24,0.876,129.944,0.253,0.622,-6.831,{3},104
72894,0edpEHU5spjh7GEPcfs3DU,Sacred Heart (Sacre Coeur),It Dies Today,metalcore,25,0.933,150.005,0.443,0.498,-4.303,{3},104
72896,6c54piwnmdwbH59DmMV3s1,"Me, Myself And Hyde - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,25,0.984,170.211,0.0834,0.226,-4.879,{3},11
72899,4UNJIV0ke5g0IMimPbMLbw,Resentment,A Day To Remember,metalcore,25,0.955,122.956,0.143,0.496,-3.607,{3},104
72901,4NHuyxiG4Cl2wfqWIzT1hL,All Fucked Up,The Amity Affliction,metalcore,56,0.876,142.056,0.291,0.511,-4.287,{3},104
72902,3cWr9taSdYFo74RJxaB13c,Luck as a Constant,Periphery,metalcore,34,0.967,134.972,0.0479,0.439,-5.756,{3},104
72905,2lUECytCuzKCCDSsUdIqyC,Somebody,Memphis May Fire,metalcore,13,0.99,137.979,0.637,0.479,-2.801,{3},104
72908,1lvp5HcDCr30dAOERyN54D,All or Nothing,Sylar,metalcore,47,0.955,198.076,0.32,0.461,-5.096,{3},11
72909,44zQmgpr8TnYChiWHmGyYO,Worthless,Bullet For My Valentine,metalcore,47,0.977,182.241,0.487,0.29,-3.209,{3},11
72912,6Jl8BpAWqCpzcv6V4BZEaf,Worlds Apart,Silverstein,metalcore,26,0.882,130.059,0.463,0.487,-3.519,{3},104
72913,5XExne04zgnDeAN8aIvMvM,ANTI-SOCIAL,While She Sleeps,metalcore,51,0.938,139.954,0.242,0.531,-6.493,{3},104
72914,5ksFMdZQyP8o2yE2TqqHlX,Fake Life,Fox Lake;Kaiden Koustoukos,metalcore,25,0.95,164.942,0.399,0.496,-5.731,{3},11
72916,0oLICk7wA4GsaGEk1lprgD,Infinite,Silverstein;Aaron Gillespie,metalcore,55,0.868,162.0,0.366,0.441,-5.516,{3},104
72920,6yPNIu0Ch7Z1BaPpy63d0F,The Anchor,We Came As Romans,metalcore,47,0.942,160.043,0.307,0.409,-3.833,{3},11
72922,71IsKtEgnQhCxHwfPQe7Nt,Teeth,Wage War,metalcore,55,0.924,199.944,0.228,0.393,-3.737,{3},11
72928,1uQnMx36qeGoiXOBrZdBQm,Faith in the Knife,Scary Kids Scaring Kids,metalcore,26,0.943,180.115,0.536,0.392,-4.718,{3},11
72930,5svGKYMK4zhSzZqX0g88Lr,2012,The Word Alive,metalcore,24,0.873,150.059,0.177,0.467,-4.968,{3},104
72932,2M3JgLXXTUKXYeXeFddxxw,Voices (They Want Me Dead),Convictions,metalcore,24,0.962,160.077,0.262,0.385,-3.219,{3},11
72934,0JXILsWNyXHEd2IzofS3jX,Daggers,We Came As Romans;Zero 9:36,metalcore,48,0.961,148.016,0.427,0.435,-3.658,{3},104
72940,0I7a5s9fuXFXgYepRI4Uj6,Beliefs,We Came As Romans,metalcore,24,0.96,143.535,0.229,0.228,-3.813,{3},11
72942,16UK0laJ1pGf3va3kUPqZf,"We Swam From Albatross, The Day We Lost Kailey Cost",Chiodos,metalcore,26,0.924,156.001,0.0722,0.388,-5.001,{3},11
72947,0NhSv44kPrT7PT6yf07xx6,Suck Out The Poison,He Is Legend,metalcore,26,0.962,186.973,0.409,0.185,-5.032,{3},11
72950,5NSdMmd2LnvgDcpLiKeKeD,Bad Girls Club,Falling In Reverse,metalcore,61,0.924,174.002,0.756,0.533,-2.697,{3},104
72951,6RBY5ToIdDyhM1JNxEYqhd,Something,Escape the Fate,metalcore,50,0.853,175.233,0.481,0.395,-5.808,{3},11
72953,3qAXH92Chxp4o5yVBcSPc3,Love No More,Savage Hands,metalcore,50,0.93,129.979,0.451,0.5,-3.591,{3},104
72955,5RnXQZ65F3uEHca395z6cz,The Bad Thing,Periphery,metalcore,37,0.953,132.856,0.417,0.311,-4.96,{3},104
72956,2zCwpuQuSzm2Mk7h7JYNtS,Omen,Bullet For My Valentine,metalcore,48,0.951,127.552,0.214,0.414,-6.261,{3},104
72957,22ukl1QrvD95MlnSSw22QS,The Preservation Of Hate,Like Moths To Flames,metalcore,46,0.979,135.029,0.401,0.522,-3.749,{3},104
72959,63cTVY6A0yeJ0DsjXBwYVH,Smoke Signals,Novelists FR,metalcore,45,0.954,170.088,0.323,0.35,-4.562,{3},11
72962,1XlKHZ3SkYa7Ea0fQBpjHv,Nothing to Hide,Caskets,metalcore,52,0.923,127.013,0.285,0.523,-5.754,{3},104
72964,46QdfDL0LnGlHLKmREiXP5,RISE,I Prevail,metalcore,54,0.97,163.959,0.731,0.457,-4.214,{3},104
72965,4q0OK0HRaLd2Wzz23GeApJ,Wasted Age,We Came As Romans,metalcore,55,0.943,169.948,0.748,0.412,-4.29,{3},11
72969,4iLRsbijzBUP9AkQVlEn6z,Cold Like War,We Came As Romans,metalcore,55,0.961,149.967,0.5,0.458,-4.315,{3},104
72972,53QkoELbY2Vzzb4EMkFJOB,Temptation,Imminence,metalcore,52,0.93,180.125,0.196,0.249,-4.23,{3},11
72974,4a4cyxcgVmXZ760a6OwSOC,Flow,In Hearts Wake,metalcore,23,0.901,149.949,0.273,0.388,-3.661,{3},11
72975,3XFqW9PbzMBy6wV06egJQ2,Discourse Is Dead,Architects,metalcore,49,0.925,123.966,0.245,0.484,-4.165,{3},104
72976,3f3HfaJfzYK4SzsVhQnLZO,Parasite,Electric Callboy,metalcore,62,0.916,154.937,0.519,0.478,-7.505,{3},104
72977,3cehtYKziT0aUDzUbXh5tG,Like Changing Seasons,Vanna,metalcore,23,0.978,175.632,0.234,0.17,-4.483,{3},11
72981,6xLGj05sCgZxMdDTQI3150,Zavali Ebalo,Slaughter to Prevail,metalcore,49,0.992,160.026,0.489,0.555,-1.483,{3},104
72982,482a8nLiyeJ5iLP0FE7VxG,"Here Today, Gone Tomorrow",Silverstein,metalcore,26,0.853,185.872,0.835,0.44,-4.952,{3},11
72986,7drzpf2eo7URodsAhmgtpO,Lazzaro,Poison The Well,metalcore,24,0.959,167.66,0.397,0.418,-5.316,{3},11
72989,3QEXUl3LgyOLhf60C54JOO,The Walls Have Teeth,He Is Legend,metalcore,25,0.871,157.969,0.251,0.296,-10.508,{3},11
72990,4ZJ0xkyEz88BPUjNzsIgIN,A Gentleman's Sport,Every Time I Die,metalcore,24,0.98,185.595,0.435,0.269,-4.441,{3},11
72991,706FQHFuXXsDaDa6VaTEy2,Degenerates,A Day To Remember,metalcore,24,0.94,174.031,0.409,0.428,-3.317,{3},11
73006,2gauzJG2UlNCWiBP5ppcNc,Cosmovision,ANNA;Ravid,minimal-techno,53,0.757,128.017,0.0462,0.644,-8.204,{2},74
73014,1tkS8yt5NwTZkqFvZMxM0F,Rave Harder Techno Bass,Mark Dekoda,minimal-techno,67,0.888,135.995,0.13,0.784,-6.617,{2},74
73022,2H4l11D1fsfJ3WfyZ6XGe1,Sex and the Machine,Pleasurekraft,minimal-techno,50,0.979,132.023,0.231,0.546,-5.926,{2},74
73027,10twrq4TUN6ThYX8fHTlab,Bumblebee,Boris Brejcha,minimal-techno,53,0.822,124.985,0.215,0.799,-10.129,{2},74
73031,5VzsokRZMpEDLTaXBPfUdJ,I Want You - Edit,Boris Brejcha;Ginger,minimal-techno,54,0.792,125.015,0.125,0.752,-11.597,{2},74
73037,61dgKii1YUE2sS7SZk00Ky,Bounce,AKA AKA;Lackmus,minimal-techno,1,0.906,125.957,0.271,0.734,-6.091,{2},0
73046,1VbvIiHcCkdgPeRZjEa9Kp,Rej,Âme,minimal-techno,0,0.831,125.05,0.28,0.518,-8.72,{2},74
73052,20iMJHbtjyvAbCial6GE12,Bright,Fritz Kalkbrenner;Ben Böhmer,minimal-techno,22,0.718,119.973,0.325,0.628,-9.648,{1},74
73054,56AWIKxIgIzRAOWh4u3kNE,Never Sleep Again (Keinemusik Remix),Solomun;Keinemusik;Adam Port;&ME;Rampa,minimal-techno,21,0.819,119.993,0.372,0.804,-9.619,"{1, 2}",74
73064,59045ItmzUQOThHA1C1yJF,My Spirit - Original Mix,Droplex,minimal-techno,29,0.81,130.012,0.133,0.875,-4.852,{2},74
73066,5UsfWcP6SThHlZ4oAgx7ge,Follow,Amelie Lens,minimal-techno,52,0.908,128.006,0.134,0.725,-8.798,{2},74
73067,1wpbmqF1IFW1W1Zut5aquK,Domino - David Guetta Remix,Oxia;David Guetta,minimal-techno,56,0.954,129.996,0.0397,0.437,-5.783,{2},74
73068,7s8KnzvB2qfpeOrlpKpH28,Antigone (Yotto Remix),Joris Voorn;Yotto,minimal-techno,22,0.827,123.001,0.131,0.688,-8.345,{2},74
73077,2vfSCFvMbpf4hwxt22Wx7b,In Silence,Amelie Lens,minimal-techno,51,0.845,128.009,0.198,0.736,-12.017,{2},74
73090,1RtDOgXYOrME0SIl4vjUi6,Say More,Moonbootica,minimal-techno,32,0.841,124.003,0.763,0.8,-7.391,{2},0
73099,3dwDBE5AMcHLxemIAEp2xb,Future Dust - Original Mix,Enrico Sangiuliano,minimal-techno,60,0.915,132.005,0.0934,0.788,-4.904,{2},74
73110,5I5IM7X9IILbuPoYonLKfv,Lotus,Alan Fitzpatrick;Reset Robot,minimal-techno,39,0.905,134.998,0.0346,0.583,-5.781,{2},74
73113,5UtKxxlSjyGoY1bODWBv05,New Generation,Layton Giordani,minimal-techno,48,0.898,130.005,0.0896,0.761,-3.727,{2},74
73116,7gKeAmWHiUXPWLPFKrjKuY,Beyond Control - KAS:ST Remix,NTO;Monolink;KAS:ST,minimal-techno,44,0.78,124.996,0.183,0.573,-9.779,{2},74
73120,1CgZ0pKxdBB9trUYULmKSs,Atlas - Shall Ocin & Artbat Remix,Marc Romboy;Stephan Bodzin;ARTBAT;Shall Ocin,minimal-techno,49,0.791,125.985,0.157,0.678,-10.185,{2},74
73121,49tMnLt1iXNT6QBOsepFyg,All Night Alone - Chris Lake Edit,Josement;Chris Lake,minimal-techno,55,0.857,126.001,0.848,0.804,-6.814,{2},0
73133,5AcCFMfAjIxq07cibmttEo,Leave You,Einmusik;Lexer;Jyll,minimal-techno,54,0.84,119.991,0.529,0.673,-7.564,"{1, 2}",0
73138,4sitN21ecm2qq8h10KDblc,Kaleidoscope Colours,Jan Blomqvist;Maybemahri,minimal-techno,37,0.817,122.022,0.0387,0.6,-8.693,{2},74
73141,6qr0PaTKHYx91UPfMTQxdM,Keep Rollin,Boris Brejcha,minimal-techno,47,0.876,124.995,0.173,0.74,-8.691,{2},74
73142,7CYS0ibZaJm201ZKonnqih,The Sound Of Space,Enrico Sangiuliano,minimal-techno,56,0.893,130.009,0.159,0.707,-7.449,{2},74
73152,3BfLcQOyP6ovmQFTYfhIx4,Nordpol,Oliver Huntemann,minimal-techno,42,0.864,126.008,0.0275,0.778,-9.741,{2},74
73163,34Bo1NPm9TdCsSUMfCxCTD,Mental Powers,Argy,minimal-techno,41,0.894,124.025,0.245,0.805,-9.56,{2},74
73165,2LPwQCwT2o06dx2P1qDizN,Hypnotized - Joyhauser Remix,Amelie Lens;Joyhauser,minimal-techno,48,0.859,131.001,0.208,0.635,-6.897,{2},74
73168,63mBIczqBJOxSs3y5JutUR,Tuk Tuk (feat. ÄTNA),Solomun;ÄTNA,minimal-techno,18,0.774,122.008,0.777,0.861,-6.177,{2},0
73169,3yNIpUlA4A3z4G54DM5pUM,Maybe Not - Rodriguez Jr. Remix,Jan Blomqvist;Rodriguez Jr.,minimal-techno,44,0.859,122.016,0.129,0.56,-9.272,{2},74
73176,2FqOpyYhgo3ZMgtkY55PVz,Kaleidoscope Colours,Jan Blomqvist;Maybemahri,minimal-techno,47,0.817,122.022,0.0387,0.6,-8.693,{2},74
73179,5hvIZF56tE8sAwMA9cKmQQ,Start The Engine,Joris Delacroix;Ornette,minimal-techno,48,0.78,119.974,0.312,0.511,-9.381,"{1, 2}",74
73180,0Pxo3J0alsDbf6bZTJ4cHR,You’re Not Alone,Agoria;Blasé,minimal-techno,53,0.743,108.019,0.436,0.698,-5.507,{1},0
73188,5tzcReCKuj6qYbQQVS0ehG,Cryptic Speech - Original Mix,UMEK,minimal-techno,50,0.948,131.011,0.177,0.741,-4.822,{2},74
73189,5L198N7yNzYIbj3V5UsbbB,Say More,Moonbootica,minimal-techno,0,0.841,124.003,0.763,0.8,-7.391,{2},0
73190,1F7w5gUe3sHPuzqgg3hefJ,Madness,Pig&Dan,minimal-techno,0,0.866,133.001,0.0475,0.786,-10.324,{2},74
73191,14NpvXesWBABlBvKhrZg53,Zeus,Moonbootica,minimal-techno,0,0.816,122.002,0.793,0.781,-8.448,{2},0
73193,7wWXKqpLayBT6dZkeiMSle,Say More,Moonbootica,minimal-techno,0,0.841,124.003,0.763,0.8,-7.391,{2},0
73194,1WheyFsHUcBWQ33WNHcZdI,Wake Up,Laurent Garnier,minimal-techno,0,0.952,135.716,0.518,0.674,-6.386,{2},0
73195,5PMfj1XAp1t4yhRJdl4QmZ,Here Comes the Techno,Dusty Kid,minimal-techno,0,0.92,128.003,0.113,0.721,-8.355,{2},74
73196,14rSIgekMulAiaXhvGfWvt,Blow Your Cool - Extended Mix,Moonbootica;Ante Perry,minimal-techno,0,0.875,122.997,0.774,0.785,-5.983,{2},0
73197,4KPOnAujsjHJA8rKW658kX,Wasteland,Extrawelt,minimal-techno,0,0.853,128.009,0.0372,0.793,-10.105,{2},74
73198,6YpohlI5ElexpXcBy5oPKW,Wake Up,Laurent Garnier,minimal-techno,0,0.942,135.725,0.604,0.692,-7.741,{2},0
73199,0LLSbgziqsZ4yOMwE2W5Vz,Knackfrisch,Extrawelt,minimal-techno,0,0.976,130.003,0.148,0.789,-5.678,{2},74
73203,6ohzW6SWk4erB5DWFGUPaK,UFOs & LFOs,Layton Giordani,minimal-techno,52,0.808,131.019,0.0694,0.725,-6.859,{2},74
73208,0MCmBvjVa6Jzo1az3uWghV,Dynamo,Wehbba,minimal-techno,42,0.979,134.021,0.0383,0.644,-7.925,{2},74
73212,5CI4uc5U66KH9g4nklN2JO,Domino - Rework Edit,Oxia,minimal-techno,50,0.855,126.034,0.123,0.725,-9.101,{2},74
73214,6cWL1DzfiPlYE9Xk9eML4n,Tranquilizer - Christian Craken Remix,Oliver Huntemann;Christian Craken,minimal-techno,39,0.76,124.994,0.155,0.846,-7.992,{2},74
73215,6170lJSBtiM5trzOtHtdD2,Gimme Some,Weval,minimal-techno,51,0.714,99.988,0.0641,0.632,-13.228,{1},74
73225,6q8y9CRGqPCz4Waajo9zAS,Packard - Nora En Pure Remix,Oliver Schories;Jan Blomqvist;Nora En Pure,minimal-techno,43,0.826,122.937,0.28,0.651,-7.302,{2},74
73227,5pD0jmWSuoCc7hwJLN3VJF,Ringo,Joris Voorn,minimal-techno,50,0.756,121.995,0.717,0.748,-9.045,{2},0
73231,1ZE6ebWHUSp2v6JAPpp8eS,Wormhole,Einmusik,minimal-techno,43,0.845,124.011,0.0372,0.804,-9.102,{2},74
73240,5UAtcDuXrfjU2jUtnEtYMZ,In My Mind,Amelie Lens,minimal-techno,46,0.916,139.992,0.149,0.672,-7.439,{2},74
73244,0P65lPyUTkh2rzDcEhaNUu,Error 909,The YellowHeads,minimal-techno,0,0.922,129.999,0.142,0.708,-7.338,{2},74
73245,4C6BiYp29oZfo1sxJGwrnO,I Take Ya - Kolombo Special Version,Kolombo;Malikk,minimal-techno,28,0.938,123.002,0.263,0.805,-4.74,{2},0
73246,5FE7ZCFPAjl2rK5q1qeFpI,Blue Sausages - Fabrizio Gigante FloorKiller Remix,Josement,minimal-techno,0,0.888,130.009,0.112,0.623,-8.23,{2},74
73247,6t2n3UIVbiLf31I3GiI4qG,My Battery Is Hungry - Original Mix,Josement,minimal-techno,0,0.775,130.008,0.209,0.702,-10.667,{2},74
73249,3NkeyXquXyddQsLC9gxXqJ,Endless Days - Club Mix,Spektre,minimal-techno,0,0.943,129.989,0.31,0.643,-6.504,{2},0
73254,7enI1KbQAwrMcu6Zf5FScf,Strand,Stephan Bodzin,minimal-techno,42,0.82,122.001,0.0785,0.727,-11.369,{2},74
73255,4jmE3QZLQv9pIA791PGZ05,Chucky73 - Bzrp 43,Catz 'n Dogz,minimal-techno,50,0.787,126.004,0.543,0.795,-6.213,{2},0
73267,1lbUtnuS8AYvKd0lziKpJ4,Space Date - Pleasurekraft Remix,Adam Beyer;Layton Giordani;Green Velvet;Pleasurekraft,minimal-techno,48,0.822,127.007,0.0629,0.723,-9.421,{2},74
73268,1uKYwIpXYEB1xw4JnAPP8w,Feel a Vibe,Layton Giordani,minimal-techno,48,0.927,131.009,0.0519,0.707,-6.861,{2},74
73272,2zDCZ8jY4kjuUZbVROHaZj,Your Mind - Radio Edit,Adam Beyer;Bart Skils,minimal-techno,49,0.857,126.032,0.111,0.66,-7.946,{2},74
73274,4wL96O7QlsAKX9fwb2dxqa,System Majority,Layton Giordani,minimal-techno,46,0.916,128.017,0.148,0.698,-7.359,{2},74
73275,7psofiqt8ta0d1q0l5YXGk,Back In The Taxi - AMÉMÉ Midnight Remix,Jan Blomqvist;AMÉMÉ,minimal-techno,45,0.945,122.993,0.0445,0.611,-8.474,{2},74
